brand,name,model_number,category,sub_category,price_inr,price_usd,warranty,description,full_specifications,unit_of_measure,min_order_quantity,lead_time_days,gst_rate,image_url,needs_review,source_file,data_quality_score
Yealink,Yealink - Room schduling Panel,Yealink,General AV,Needs Classification,48000.0,574.85,Not Specified,Room schduling Panel,Room schduling Panel,piece,1,14,18,,True,Yealink.csv,70
Yealink,Yealink C4-000 - AIO VC System Yealink MCoreKit-C4 (with MCore Pro mini-PC,C4-000,Video Conferencing,Room Kit / Codec,230000.0,2754.49,Not Specified,"AIO VC System Yealink MCoreKit-C4 (with MCore Pro mini-PC, MTouch E2)","AIO VC System Yealink MCoreKit-C4 
(with MCore Pro  mini-PC, MTouch E2)",set,1,14,18,,False,Yealink.csv,100
Yealink,Yealink MVC-BYOD - BYOD-Extender Plug and play.,MVC-BYOD,Signal Management,Extender (TX/RX),43000.0,514.97,Not Specified,BYOD-Extender Plug and play.,Yealink BYOD-Extender Plug and play.,piece,1,21,18,,False,Yealink.csv,100
Yealink,Yealink MB86- - All-in-One Collaboration MeetingBoard,MB86-,Video Conferencing,Collaboration Display,525000.0,6287.43,Not Specified,All-in-One Collaboration MeetingBoard,All-in-One Collaboration MeetingBoard,piece,1,14,18,,False,Yealink.csv,100
Yealink,Yealink 3311027 - MB-FloorStand-860,3311027,General AV,Needs Classification,42000.0,502.99,Not Specified,MB-FloorStand-860,MB-FloorStand-860,piece,1,14,18,,True,Yealink.csv,70
Yealink,Yealink C5-004 - AIO VC System,C5-004,Video Conferencing,Room Kit / Codec,830000.0,9940.12,Not Specified,AIO VC System,AIO VC System,set,1,14,18,,False,Yealink.csv,100
Yealink,Yealink AVHub - AVHub Meeting Audio & Video Processor,AVHub,Audio,DSP / Audio Processor / Mixer,136000.0,1628.74,Not Specified,AVHub Meeting Audio & Video Processor,AVHub Meeting Audio & Video Processor,piece,1,21,18,,False,Yealink.csv,100
Yealink,Yealink VCM35 - Wired Video Conferencing Microphone Array,VCM35,Audio,Ceiling Microphone,22500.0,269.46,Not Specified,Wired Video Conferencing Microphone Array,"Yealink Wired Video Conferencing 
Microphone Array",piece,1,21,18,,False,Yealink.csv,100
Yealink,Yealink ount2 - TV Mount Kit for Yealink MeetingBar A10,ount2,Video Conferencing,Video Bar,9850.0,117.96,Not Specified,"TV Mount Kit for Yealink MeetingBar A10, A20, A30, A40, UVC40 and SmartVision 40.","TV Mount Kit for Yealink MeetingBar A10, 
 A20, A30, A40, UVC40 and SmartVision 40.",set,1,14,18,,False,Yealink.csv,100
Yealink,Yealink sion 40 - All-in-one Conferencing Camera,sion 40,Video Conferencing,Video Bar,91000.0,1089.82,Not Specified,All-in-one Conferencing Camera,Yealink All-in-one Conferencing Camera,piece,1,14,18,,False,Yealink.csv,100
Yealink,Yealink sion 60 - All-in-one video Conferencing Camera,sion 60,Video Conferencing,Video Bar,242000.0,2898.2,Not Specified,All-in-one video Conferencing Camera,Yealink All-in-one video Conferencing Camera,piece,1,14,18,,False,Yealink.csv,100
Yealink,Yealink C5-710 - Microsoft Teams Rooms system,C5-710,Video Conferencing,Room Kit / Codec,438000.0,5245.51,Not Specified,Microsoft Teams Rooms system,Microsoft Teams Rooms system,set,1,14,18,,False,Yealink.csv,100
Yealink,Yealink RCH40 - RCH40 E2 Managed 4-Port PoE+ Switch,RCH40,Networking,Network Switch,15200.0,182.04,Not Specified,RCH40 E2 Managed 4-Port PoE+ Switch,Yealink RCH40 E2 Managed 4-Port PoE+ Switch,piece,1,14,18,,False,Yealink.csv,100
Yealink,Yealink A10-010 - MeetingBar A10 is an all-in-one video collaboration bar,A10-010,Video Conferencing,Video Bar,86000.0,1029.94,Not Specified,MeetingBar A10 is an all-in-one video collaboration bar,"Yealink MeetingBar A10 is an all-in-one 
video collaboration bar",piece,1,14,18,,False,Yealink.csv,100
Yealink,Yealink C5-000 - AIO VC System,C5-000,Video Conferencing,Room Kit / Codec,465000.0,5568.86,Not Specified,AIO VC System,AIO VC System,set,1,14,18,,False,Yealink.csv,100
Yealink,Yealink UVC34 - All-in-one USB Video bar,UVC34,Video Conferencing,Video Bar,29000.0,347.31,Not Specified,All-in-one USB Video bar,All-in-one USB Video bar,piece,1,14,18,,False,Yealink.csv,100
Yealink,Yealink UVC40- - All-in-one intelligent USB Video bar,UVC40-,Video Conferencing,Video Bar,46000.0,550.9,Not Specified,All-in-one intelligent USB Video bar,All-in-one intelligent USB Video bar,piece,1,14,18,,False,Yealink.csv,100
Yealink,Yealink UVC84 - 4K PTZ Camera for video conferencing,UVC84,Video Conferencing,PTZ Camera,77000.0,922.16,Not Specified,4K PTZ Camera for video conferencing,4K PTZ Camera for video conferencing,piece,1,14,18,,False,Yealink.csv,100
Yealink,Yealink Room - 8-inch Android-based Scheduling Panel,Room,Video Conferencing,Scheduling Panel,47000.0,562.87,Not Specified,8-inch Android-based Scheduling Panel,8-inch Android-based Scheduling Panel,piece,1,14,18,,False,Yealink.csv,100
Yealink,Yealink MB65- - All-in-one smart collaboration whiteboard,MB65-,Video Conferencing,Collaboration Display,325000.0,3892.22,Not Specified,All-in-one smart collaboration whiteboard,All-in-one smart collaboration whiteboard,piece,1,14,18,,False,Yealink.csv,100
Yealink,Yealink A24 - A24 DeskVision Collaboration Display,A24,Video Conferencing,Collaboration Display,118000.0,1413.17,Not Specified,A24 DeskVision Collaboration Display,Yealink A24 DeskVision Collaboration Display,piece,1,14,18,,False,Yealink.csv,100
Yealink,Yealink mera-12X - 12x Optical Zoom Camera for MeetingBoard,mera-12X,Video Conferencing,Collaboration Display,88000.0,1053.89,Not Specified,12x Optical Zoom Camera for MeetingBoard,12x Optical Zoom Camera for MeetingBoard,piece,1,14,18,,False,Yealink.csv,100
Yealink,Yealink mera-6x - 6x Optical Zoom Camera for MeetingBoard,mera-6x,Video Conferencing,Collaboration Display,58000.0,694.61,Not Specified,6x Optical Zoom Camera for MeetingBoard,6x Optical Zoom Camera for MeetingBoard,piece,1,14,18,,False,Yealink.csv,100
Yealink,Yealink MP52 - MP52 E2 comman area team phone,MP52,Video Conferencing,VC Phone,15000.0,179.64,Not Specified,MP52 E2 comman area team phone,MP52 E2 comman area team phone,piece,1,14,18,,False,Yealink.csv,100
Yealink,Yealink MP54 - Entry team phone,MP54,Video Conferencing,VC Phone,19000.0,227.54,Not Specified,Entry team phone,Entry team phone,piece,1,14,18,,False,Yealink.csv,100
Yealink,Yealink MP58-WH - Executive team phone,MP58-WH,Video Conferencing,VC Phone,29000.0,347.31,Not Specified,Executive team phone,Executive team phone,piece,1,14,18,,False,Yealink.csv,100
Yealink,Yealink MP56 - Standard team phone,MP56,Video Conferencing,VC Phone,24000.0,287.43,Not Specified,Standard team phone,Standard team phone,piece,1,14,18,,False,Yealink.csv,100
Yealink,Yealink CM20 - ceiling microphone,CM20,Audio,Ceiling Microphone,70000.0,838.32,Not Specified,ceiling microphone,ceiling microphone,piece,1,21,18,,False,Yealink.csv,100
Yealink,Yealink CS10 - SkySound 2-Way Coaxial Network Celling Speaker,CS10,Audio,Loudspeaker / Speaker,31000.0,371.26,Not Specified,SkySound 2-Way Coaxial Network Celling Speaker,SkySound 2-Way Coaxial Network Celling Speaker,piece,1,21,18,,False,Yealink.csv,100
Yealink,Yealink MKit-121 - Includes the CM20 ceiling microphone,MKit-121,Video Conferencing,Room Kit / Codec,143000.0,1712.57,Not Specified,"Includes the CM20 ceiling microphone, a pair of CS10 ceiling speakers, and an RCH40 E2 switch.","Includes the CM20 ceiling microphone, a pair of
 CS10 ceiling speakers, and an RCH40 E2 switch.",pair,1,14,18,,False,Yealink.csv,100
Yealink,Yealink 1303172 - Room Scheduler 8-Inch E2 Multi-Point Interactive Room Panel,1303172,Video Conferencing,Scheduling Panel,58000.0,694.61,Not Specified,Room Scheduler 8-Inch E2 Multi-Point Interactive Room Panel,"Room Scheduler 8-Inch E2 Multi-Point
 Interactive Room Panel",piece,1,14,18,,False,Yealink.csv,100
Yealink,Yealink C5-MS - MCoreKit,C5-MS,Video Conferencing,Room Kit / Codec,229000.0,2742.51,Not Specified,"MCoreKit, MCore Pro, Gen-3 Mini-PC MTouch Plus, Gen-3 touch panel, RoomSensor","MCoreKit, MCore Pro, Gen-3 Mini-PC
 MTouch Plus, Gen-3 touch panel, RoomSensor",set,1,14,18,,False,Yealink.csv,100
Yealink,Yealink VCH51 - Sharing Box VCH51,VCH51,General AV,Needs Classification,22500.0,269.46,Not Specified,Sharing Box VCH51,Yealink Sharing Box VCH51,piece,1,14,18,,True,Yealink.csv,70
Yealink,Yealink E2 - RoomPanel E2 â¢ 8 inch Multi-Point Interactive Panel â¢ Anti-Fingerprint Screen â¢ High Visibility LED Bars out Room Status â¢ Ambient Light & Proximity Sensor Embedded â¢ Optional Orentiation...,E2,Control Systems,Sensor,48000.0,574.85,Not Specified,RoomPanel E2 â¢ 8 inch Multi-Point Interactive Panel â¢ Anti-Fingerprint Screen â¢ High Visibility LED Bars out Room Status â¢ Ambient Light & Proximity Sensor Embedded â¢ Optional Orentiation...,"Yealink RoomPanel E2 
â¢ 8 inch Multi-Point Interactive Panel
â¢ Anti-Fingerprint Screen
â¢ High Visibility LED Bars out Room Status
â¢ Ambient Light & Proximity Sensor Embedded
â¢ Optional Orentiation
â¢ PoE or DC Power
â¢ Remote Device Management
â¢ 802.11 ac Wi-Fi Support and Bluetooth 5.0
â¢ Includes 2-Year Hardware Warranty",piece,1,21,18,,False,Yealink.csv,100
QSC,QSC TSC-70-G3 - Q-SYS 7â PoE Touch Screen Controller for In-Wall Mounting. Color - Black only,TSC-70-G3,Control Systems,Touch Panel,135000.0,1616.77,Not Specified,Q-SYS 7â PoE Touch Screen Controller for In-Wall Mounting. Color - Black only,Q-SYS 7â PoE Touch Screen Controller for In-Wall Mounting. Color - Black only,piece,1,21,18,,False,QSC.csv,100
QSC,QSC CORE110F - Unified Core,CORE110F,Software & Services,Software License,344750.0,4128.74,Not Specified,"Unified Core with 24 local audio I/O channels, 128x128 total network I/O channels with 8x8 Software-based Dante license included, USB AV bridging, dual LAN ports, POTS and VoIP telephony, 16...","Unified Core with 24 local audio I/O channels, 128x128 total network I/O channels with 8x8 Software-based Dante license included, USB AV bridging, dual LAN ports, POTS and VoIP telephony, 16 next-generation AEC processors, 1RU.",piece,1,14,18,,False,QSC.csv,100
QSC,QSC unD6IO - 4x2 Channel Dual Gang US,unD6IO,Audio,Audio Interface / Extender,60000.0,718.56,Not Specified,"4x2 Channel Dual Gang US, Dante/AES67 Wall Plate 2 Mic/Line In (XLR), RCA, 3.5mm I/O, PoE, (white and black faceplates included)","4x2 Channel Dual Gang US, Dante/AES67 Wall Plate 2 Mic/Line In (XLR), RCA, 3.5mm I/O, PoE, (white and black faceplates included)",piece,1,21,18,,False,QSC.csv,100
QSC,"QSC C6T-WH - 6.5"" Two-way ceiling speaker",C6T-WH,Audio,Ceiling Loudspeaker,17000.0,203.59,Not Specified,"6.5"" Two-way ceiling speaker, 70/100V transformer with 16 Î© bypass, 135Â° conical DMT coverage,includes C-ring and rails for blind mount installation. Priced individually but must be purchased in...","6.5"" Two-way ceiling speaker, 70/100V transformer with 16 Î© bypass, 135Â° conical DMT coverage,includes C-ring and rails for blind mount installation. Priced individually but must be purchased in pairs. 18",pair,1,21,18,,False,QSC.csv,100
QSC,QSC LQSE-8N-P - Q-SYS Core 8-Flex/ Nano Scripting Engine Software License,LQSE-8N-P,Software & Services,Software License,14000.0,167.66,Not Specified,"Q-SYS Core 8-Flex/ Nano Scripting Engine Software License, Perpetual","Q-SYS Core 8-Flex/ Nano Scripting Engine Software License, Perpetual",piece,1,14,18,,False,QSC.csv,100
QSC,QSC LQUD-8N-P - Q-SYS Core 8-Flex/ Nano UCI Deployment Software License,LQUD-8N-P,Software & Services,Software License,7000.0,83.83,Not Specified,"Q-SYS Core 8-Flex/ Nano UCI Deployment Software License, Perpetual","Q-SYS Core 8-Flex/ Nano UCI Deployment Software License, Perpetual",piece,1,14,18,,False,QSC.csv,100
QSC,"QSC C81TW - 8"" In-ceiling subwoofer",C81TW,General AV,Needs Classification,28000.0,335.33,Not Specified,"8"" In-ceiling subwoofer, 120Hz bypassable low pass filter, 70V/100V transformer with 8 Î© bypass, includes C-ring and rails for blind mount installation.","8"" In-ceiling subwoofer, 120Hz bypassable low pass filter, 70V/100V transformer with 8 Î© bypass, includes C-ring and rails for blind mount installation.",piece,1,14,18,,True,QSC.csv,70
QSC,QSC SS-EMA-S-P - Professional Tier - one System per month,SS-EMA-S-P,General AV,Needs Classification,1200.0,14.37,Not Specified,Professional Tier - one System per month,Professional Tier - one System per month,set,1,14,18,,True,QSC.csv,70
QSC,QSC SS-EMA-P-P - Professional Tier - one Peripheral per month,SS-EMA-P-P,General AV,Needs Classification,120.0,1.44,Not Specified,Professional Tier - one Peripheral per month,Professional Tier - one Peripheral per month,piece,1,14,18,,True,QSC.csv,70
QSC,"QSC S28Tw-BK - Dual 8"" bandpass subwoofer",S28Tw-BK,General AV,Needs Classification,63000.0,754.49,Not Specified,"Dual 8"" bandpass subwoofer, 70/100V transformer with 8 Î© bypass, 120Hz bypassable low-pass filter, includes yoke and suspension hardware.","Dual 8"" bandpass subwoofer, 70/100V transformer with 8 Î© bypass,
 120Hz bypassable low-pass filter, includes yoke and suspension hardware.",piece,1,14,18,,True,QSC.csv,70
QSC,QSC MR6 - Flanged mud ring bracket for pre-installation of AD-C6T,MR6,Audio,Ceiling Loudspeaker,15000.0,179.64,Not Specified,"Flanged mud ring bracket for pre-installation of AD-C6T, AD-C4T-LP and AD-C6T-HP in sheetrock or plaster surfaces. Priced and packaged in quantities of six (6) pieces per box. quantities of six (6)...","Flanged mud ring bracket for pre-installation of AD-C6T, AD-C4T-LP and AD-C6T-HP in sheetrock or plaster surfaces. Priced and packaged in quantities of six (6) pieces per box. quantities of six (6) pieces per box.",pack,1,21,18,,False,QSC.csv,100
QSC,"QSC SB42-BK - 3.5"" Two-way network soundbar",SB42-BK,Audio,Loudspeaker / Speaker,58000.0,694.61,Not Specified,"3.5"" Two-way network soundbar, PoE/PoE+ powered. Includes hanging hardware.","3.5"" Two-way network soundbar, PoE/PoE+ powered. Includes hanging hardware.",piece,1,21,18,,False,QSC.csv,100
QSC,QSC Q2K4 - 4-Channel 500W/CH Q-SYS network Amplifier,Q2K4,Audio,Amplifier,190000.0,2275.45,Not Specified,"4-Channel 500W/CH Q-SYS network Amplifier, Lo-Z, 70V, 100V direct drive, FlexAmpTM, Mic/line Inputs, 100-240v","4-Channel 500W/CH Q-SYS network Amplifier, Lo-Z, 70V, 100V direct drive, FlexAmpTM, Mic/line Inputs, 100-240v",piece,1,21,18,,False,QSC.csv,100
QSC,QSC SLQSE-110-P - Q-SYS Core 110 Scripting Engine Software License,SLQSE-110-P,Software & Services,Software License,34650.0,414.97,Not Specified,"Q-SYS Core 110 Scripting Engine Software License, Perpetual","Q-SYS Core 110 Scripting Engine Software License, Perpetual",piece,1,14,18,,False,QSC.csv,100
QSC,QSC SLDAN-32-P - Q-SYS Software-based Dante 32x32 Channel License,SLDAN-32-P,Software & Services,Software License,54600.0,653.89,Not Specified,"Q-SYS Software-based Dante 32x32 Channel License, Perpetual","Q-SYS Software-based Dante 32x32 Channel License, Perpetual",piece,1,14,18,,False,QSC.csv,100
QSC,QSC SLQUD-110-P - Q-SYS Core 110 UCI Deployment Software License,SLQUD-110-P,Software & Services,Software License,17850.0,213.77,Not Specified,"Q-SYS Core 110 UCI Deployment Software License, Perpetual","Q-SYS Core 110 UCI Deployment Software License, Perpetual",piece,1,14,18,,False,QSC.csv,100
QSC,QSC Q4K8 - 8-Channel 500W/CH Q-SYS network Amplifier,Q4K8,Audio,Amplifier,388500.0,4652.69,Not Specified,"8-Channel 500W/CH Q-SYS network Amplifier, Lo-Z, 70V, 100V direct drive, FlexAmpTM, with Mic/line Inputs, 100-240v","8-Channel 500W/CH Q-SYS network Amplifier, Lo-Z, 70V, 100V direct drive, FlexAmpTM, with Mic/line Inputs, 100-240v",piece,1,21,18,,False,QSC.csv,100
QSC,QSC TSC-710T-G3 - Table top mounting accessory for TSC-70-G3 and TSC-101-G3.,TSC-710T-G3,General AV,Needs Classification,34650.0,414.97,Not Specified,Table top mounting accessory for TSC-70-G3 and TSC-101-G3.,Table top mounting accessory for TSC-70-G3 and TSC-101-G3.,piece,1,14,18,,True,QSC.csv,70
QSC,QSC S4 - Q-SYS Network I/O Expander,S4,General AV,Needs Classification,27000.0,323.35,Not Specified,Q-SYS Network I/O Expander,Q-SYS Network I/O Expander,piece,1,14,18,,True,QSC.csv,70
QSC,QSC S162T-WH - AcousticDesign Series 16-Driver Column Surface-Mount Loudspeaker (White),S162T-WH,Audio,DSP / Audio Processor / Mixer,68820.0,824.19,Not Specified,AcousticDesign Series 16-Driver Column Surface-Mount Loudspeaker (White),"QSC AcousticDesign Series 16-Driver Column 
Surface-Mount Loudspeaker (White)",piece,1,21,18,,False,QSC.csv,100
QSC,QSC Q 2K4 - Four-Channel Network Amplifier,Q 2K4,General AV,Needs Classification,180500.0,2161.68,Not Specified,Four-Channel Network Amplifier,Four-Channel Network Amplifier,piece,1,14,18,,True,QSC.csv,70
QSC,QSC NC-12X80,NC-12X80,Video Conferencing,PTZ Camera,247000.0,2958.08,Not Specified,,QSC,piece,1,14,18,,False,QSC.csv,80
QSC,QSC QF-6-X4 - Four-Channel Network Amplifier,QF-6-X4,General AV,Needs Classification,100700.0,1205.99,Not Specified,Four-Channel Network Amplifier,Four-Channel Network Amplifier,piece,1,14,18,,True,QSC.csv,70
QSC,QSC TSC-50-G3 - High Definition Touch Screen Controller,TSC-50-G3,Control Systems,Touch Panel,99750.0,1194.61,Not Specified,High Definition Touch Screen Controller,High Definition Touch Screen Controller,piece,1,21,18,,False,QSC.csv,100
QSC,"QSC C6T - AcousticDesign 6.5"" Two-Way Ceiling Loudspeaker (Pair",C6T,Audio,DSP / Audio Processor / Mixer,16150.0,193.41,Not Specified,"AcousticDesign 6.5"" Two-Way Ceiling Loudspeaker (Pair, Black)","QSC AcousticDesign 6.5"" Two-Way Ceiling Loudspeaker (Pair, Black)",pair,1,21,18,,False,QSC.csv,100
QSC,QSC NC-110 - 110Â° Horizontal Field of View,NC-110,Mounts,Camera Mount,125000.0,1497.01,Not Specified,"110Â° Horizontal Field of View, ePTZ network camera, PoE, includes mounting bracket for monitor and surface mounting","QSC 110Â° Horizontal Field of View, ePTZ network camera, PoE, includes mounting bracket for monitor and surface mounting",piece,1,7,18,,False,QSC.csv,100
QSC,QSC 12x80 - 12x Optical Zoom 80Â° Horizontal Field of View,12x80,Video Conferencing,PTZ Camera,325000.0,3892.22,Not Specified,"12x Optical Zoom 80Â° Horizontal Field of View, PTZ Network Camera, PoE. Includes PTZ-WMB1 wall mount bracket","QSC 12x Optical Zoom 80Â° Horizontal Field of View, PTZ Network Camera, PoE. Includes PTZ-WMB1 wall mount bracket",piece,1,14,18,,False,QSC.csv,100
QSC,QSC 20x60 - 20x Optical Zoom 60Â° Horizontal Field of View,20x60,Video Conferencing,PTZ Camera,400000.0,4790.42,Not Specified,"20x Optical Zoom 60Â° Horizontal Field of View, PTZ Network Camera, PoE. Includes PTZ-WMB1 wall mount bracket.","QSC 20x Optical Zoom 60Â° Horizontal Field of View, PTZ Network Camera, PoE. Includes PTZ-WMB1 wall mount bracket.",piece,1,14,18,,False,QSC.csv,100
QSC,QSC CMB1 - Accessory Ceiling Mount Bracket for PTZ Camera,CMB1,Video Conferencing,PTZ Camera,12500.0,149.7,Not Specified,"Accessory Ceiling Mount Bracket for PTZ Camera, NC-12x80 and NC-20x60.","QSC Accessory Ceiling Mount Bracket for PTZ Camera, NC-12x80 and NC-20x60.",piece,1,14,18,,False,QSC.csv,100
QSC,QSC NV-32-H - 4K60 4:4:4 Network Video Endpoint for the Q-SYS Ecosystem,NV-32-H,Audio,DSP / Audio Processor / Mixer,295000.0,3532.93,Not Specified,"4K60 4:4:4 Network Video Endpoint for the Q-SYS Ecosystem, software configurable as Encoder or Decoder. 3 HDMI 2.0 Inputs, 2 HDMI 2.0 Outputs, on-board AV Bridging. Supports optional stand-alone...","4K60 4:4:4 Network Video Endpoint for the Q-SYS Ecosystem, software
configurable as Encoder or Decoder. 3 HDMI 2.0 Inputs, 2 HDMI 2.0
Outputs, on-board AV Bridging. Supports optional stand-alone âQ-SYS
Core Mode"" operation for audio DSP with local video switching (no
encoding or decoding) and AV Bridging.",set,1,21,18,,False,QSC.csv,100
QSC,QSC NV-21-HU - 4K60 4:4:4 Network Video Endpoint for Q-SYSEcosystem,NV-21-HU,Software & Services,Software License,164000.0,1964.07,Not Specified,"4K60 4:4:4 Network Video Endpoint for Q-SYSEcosystem, software configurable as Encoder or Decoder. 1 HDMI 2.0 Input, 1 USB-C Input, 1 HDMI 2.0 output. Optional Software License to enable AV Bridging...","4K60 4:4:4 Network Video Endpoint for Q-SYSEcosystem, software
configurable as Encoder or Decoder. 1 HDMI 2.0 Input, 1 USB-C Input, 1
HDMI 2.0 output. Optional Software License to enable AV Bridging
(SLQBR-P).",set,1,14,18,,False,QSC.csv,100
QSC,QSC NV-21-PSU - 12v 10a Aux Power Supply for NV-21-HU to enable USB-C device charging,NV-21-PSU,Infrastructure,Power Management,22000.0,263.47,Not Specified,12v 10a Aux Power Supply for NV-21-HU to enable USB-C device charging,"12v 10a Aux Power Supply for NV-21-HU to enable USB-C 
device charging",piece,1,7,18,,False,QSC.csv,100
QSC,QSC SLQBR-P - Q-SYS AV Bridging feature license. One license is required per TSC Series Gen 3 touch screen controller,SLQBR-P,Software & Services,Software License,50000.0,598.8,Not Specified,Q-SYS AV Bridging feature license. One license is required per TSC Series Gen 3 touch screen controller with AV Bridging enabled. Perpetual. For TSC-70-G3 & TSC-101-G3,"Q-SYS AV Bridging feature license. One license is required per TSC
Series Gen 3 touch screen controller with AV Bridging enabled.
Perpetual. For TSC-70-G3 & TSC-101-G3",piece,1,14,18,,False,QSC.csv,100
QSC,QSC Core 8 Flex - Unified Core,Core 8 Flex,Software & Services,Software License,250000.0,2994.01,Not Specified,"Unified Core with 8 local audio I/O channels, 64x64 network I/O channels with 8x8 Software-based Dante license included, USB AV bridging, dual LAN ports, VoIP telephony, 8x8 GPIO, 8 AEC processors,...","Unified Core with 8 local audio I/O channels, 64x64 network I/O
channels with 8x8 Software-based Dante license included, USB AV
bridging, dual LAN ports, VoIP telephony, 8x8 GPIO, 8 AEC processors,
Half-size 1RU.",piece,1,14,18,,False,QSC.csv,100
QSC,QSC LMST-8N-P - Q-SYS Core 8 Flex,LMST-8N-P,Software & Services,Software License,25000.0,299.4,Not Specified,"Q-SYS Core 8 Flex, Core Nano, NV-32-H (Core Capable) license for Microsoft Teams Room software features, enables both Q-SYS Scripting and UCI Deployment, Perpetual","Q-SYS Core 8 Flex, Core Nano, NV-32-H (Core Capable) license for
Microsoft Teams Room software features, enables both Q-SYS Scripting
and UCI Deployment, Perpetual",piece,1,14,18,,False,QSC.csv,100
QSC,QSC SLDAN-16-P - Q-SYS Software-based Dante 16x16 Channel License,SLDAN-16-P,Software & Services,Software License,40000.0,479.04,Not Specified,"Q-SYS Software-based Dante 16x16 Channel License, Perpetual","QSC Q-SYS Software-based Dante 16x16 Channel License, Perpetual",piece,1,14,18,,False,QSC.csv,100
QSC,QSC SPA2-200 - 1/2 RU 2 Channel ENERGY STAR amplifier / Stereo Operation 200 watts into 8 Î© & 4 Î©,SPA2-200,Audio,Amplifier,62500.0,748.5,Not Specified,"1/2 RU 2 Channel ENERGY STAR amplifier / Stereo Operation 200 watts into 8 Î© & 4 Î©, Bridged operation 400 watts into 8Î© & 4Î©, and 350 watts into 70v and 100v / 100-240 VAC Operation","1/2 RU 2 Channel ENERGY STAR amplifier / Stereo Operation 200 watts
into 8 Î© & 4 Î©, Bridged operation 400 watts into 8Î© & 4Î©, and 350
watts into 70v and 100v / 100-240 VAC Operation",piece,1,21,18,,False,QSC.csv,100
QSC,QSC SPA4-100 - 1/2 RU 4 Channel ENERGY STAR amplifier / Multichannel Operation 100 watts into 8 Î© & 4 Î©,SPA4-100,Audio,Amplifier,90000.0,1077.84,Not Specified,"1/2 RU 4 Channel ENERGY STAR amplifier / Multichannel Operation 100 watts into 8 Î© & 4 Î©, Bridged pair operation 200 watts into 8Î© & 4Î©, and 350 watts into 70v and 100v / 100-240 VAC Operation","1/2 RU 4 Channel ENERGY STAR amplifier / Multichannel Operation
100 watts into 8 Î© & 4 Î©, Bridged pair operation 200 watts into 8Î© &
4Î©, and 350 watts into 70v and 100v / 100-240 VAC Operation",pair,1,21,18,,False,QSC.csv,100
QSC,"QSC S802T-BK - 2.75"" Full-range (x8) element column surface speaker",S802T-BK,Audio,Wall-mounted Loudspeaker,52500.0,628.74,Not Specified,"2.75"" Full-range (x8) element column surface speaker, 70/100V transformer with 8 Î© bypass, 150Â° horizontal x 20Â° vertical coverage, includes pan/tilt wall mount and input weather input cover.","2.75"" Full-range (x8) element column surface speaker, 70/100V
transformer with 8 Î© bypass, 150Â° horizontal x 20Â° vertical coverage,
includes pan/tilt wall mount and input weather input cover.",piece,1,21,18,,False,QSC.csv,100
QSC,"QSC C6T-LP - 6.5"" Two-way low-profile ceiling speaker",C6T-LP,Audio,Ceiling Loudspeaker,22500.0,269.46,Not Specified,"6.5"" Two-way low-profile ceiling speaker, 70/100v transformer with 16 Î© bypass, 135Â° conical DMT coverage, includes C-ring and rails for blind mount installation. Priced individually but must be...","6.5"" Two-way low-profile ceiling speaker, 70/100v transformer with 16
Î© bypass, 135Â° conical DMT coverage, includes C-ring and rails for blind mount installation. Priced individually but must be purchased in pairs.",pair,1,21,18,,False,QSC.csv,100
QSC,QSC CORE - Network Core,CORE,Software & Services,Software License,158000.0,1892.22,Not Specified,"Network Core, 64x64 network I/O channels with 8x8 Software-based Dante license included, USB AV bridging, dual LAN ports, VoIP telephony, 8 AEC processors, Half-size 1RU.","Network Core, 64x64 network I/O channels with 8x8 Software-based
Dante license included, USB AV bridging, dual LAN ports, VoIP
telephony, 8 AEC processors, Half-size 1RU.",piece,1,14,18,,False,QSC.csv,100
QSC,QSC L4o - Q-SYS peripheral providing 4 line outputs. Up to 4 devices daisy- chainable. 1U-1/4W,L4o,Cables & Connectivity,AV Cable,50000.0,598.8,Not Specified,"Q-SYS peripheral providing 4 line outputs. Up to 4 devices daisy- chainable. 1U-1/4W, powered over Ethernet or +24 VDC. Surface mountable, rack kit sold separately.","Q-SYS peripheral providing 4 line outputs. Up to 4 devices daisy-
chainable. 1U-1/4W, powered over Ethernet or +24 VDC. Surface
mountable, rack kit sold separately.",set,1,7,18,,False,QSC.csv,100
QSC,QSC ML2x2 - Q-SYS peripheral providing 2 mic/line inputs and 2 line outputs. Up to 4 devices daisy-chainable. 1U-1/4W,ML2x2,Cables & Connectivity,AV Cable,57500.0,688.62,Not Specified,"Q-SYS peripheral providing 2 mic/line inputs and 2 line outputs. Up to 4 devices daisy-chainable. 1U-1/4W, powered over Ethernet or +24 VDC. Surface mountable, rack kit sold separately.","Q-SYS peripheral providing 2 mic/line inputs and 2 line outputs. Up to 4 devices daisy-chainable. 1U-1/4W, powered over Ethernet or +24 VDC.
Surface mountable, rack kit sold separately.",set,1,7,18,,False,QSC.csv,100
QSC,"QSC P6T-BK - 6.5"" Two-way pendant speaker",P6T-BK,Audio,Ceiling Loudspeaker,31250.0,374.25,Not Specified,"6.5"" Two-way pendant speaker, 70/100v transformer with 16 Î© bypass, 135Â° conical DMT coverage, Includes cable and fastener for suspended installation, Black","6.5"" Two-way pendant speaker, 70/100v transformer with 16 Î© bypass,
135Â° conical DMT coverage, Includes cable and fastener for suspended installation, Black",piece,1,21,18,,False,QSC.csv,100
